text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @lionsdenkxip: Congratulations to our lion @DavidMillerSA12 and South Africa for winning 2nd ODI against New Zealand by 72 runs. http://…,FALSE,0,NA,10/24/2014 11:00,FALSE,NA,5.25603E+17,NA,"<a href=""http://MySports.Social"" rel=""nofollow"">MySports.Social</a>",MySportsSocial,11,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 9:43,FALSE,NA,5.25583E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sivaranjani10,16,TRUE,FALSE,NA,NA
"Happy Birthday to #India's reserve wicket keeper, current @lionsdenkxip player and former @ChennaiIPL @wriddhimansaha http://t.co/toJ6dCiSno",FALSE,0,NA,10/24/2014 8:31,FALSE,NA,5.25565E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PuthiyaKuralgal,0,FALSE,FALSE,NA,NA
@lionsdenkxip @Wriddhipops Wow there are lots of October born in our team !! Happy Birthday Saha Have a great one !,FALSE,1,lionsdenkxip,10/24/2014 8:30,FALSE,5.25525E+17,5.25565E+17,30631766,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",deepchauhan45,0,FALSE,FALSE,NA,NA
@lionsdenkxip 50 up for our Sher @mandeeps12 !! #duleeptrophy,FALSE,1,lionsdenkxip,10/24/2014 7:43,FALSE,NA,5.25553E+17,30631766,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Immeghna03,0,FALSE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 6:46,FALSE,NA,5.25539E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Immanvi03,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 6:04,FALSE,NA,5.25528E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rajeshgehloth,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:58,FALSE,NA,5.25527E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",imfernandez88,16,TRUE,FALSE,NA,NA
Saha scored 111 not out on ranji debut becoming the 15th Bengal player to score a hundred on Ranji debut @lionsdenkxip #HappyBirthdayWriddhi,FALSE,0,NA,10/24/2014 5:56,FALSE,NA,5.25526E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amuyuvi,0,FALSE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:55,FALSE,NA,5.25526E+17,NA,"<a href=""http://MySports.Social"" rel=""nofollow"">MySports.Social</a>",MySportsSocial,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:54,FALSE,NA,5.25526E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Indreshviru,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:53,FALSE,NA,5.25526E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EnggSiD,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:53,FALSE,NA,5.25525E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",CharlieBimal,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:53,FALSE,NA,5.25525E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",weddingdjpro,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:52,FALSE,NA,5.25525E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",keshavs64444868,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:52,FALSE,NA,5.25525E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",maloydas26,16,TRUE,FALSE,NA,NA
@lionsdenkxip @Wriddhipops many many happy returns of the day ....happy birthday ........,FALSE,1,lionsdenkxip,10/24/2014 5:51,FALSE,5.25525E+17,5.25525E+17,30631766,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Aishsurwayadas,0,FALSE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:51,FALSE,NA,5.25525E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",iplscoreupdate,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: Sheron, join us in wishing sadda sher @Wriddhipops a very happy birthday. Have a good day and year ahead! http://t.co/tah…",FALSE,0,NA,10/24/2014 5:51,FALSE,NA,5.25525E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",SupportIPL,16,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: What’s common between @ImMananVohra - @Gmaxi_32 and Diwali? That’s right, FIREWORKS! #KXIPunjabiDiwali http://t.co/ytQTWZ…",FALSE,0,NA,10/24/2014 2:55,FALSE,NA,5.25481E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rajeshgehloth,16,TRUE,FALSE,NA,NA
RT @princenaga143: Death without the possibility of ever changing.The World is same as a life that never was @Bensonix @BigTeddy1 @NagChait…,FALSE,0,NA,10/23/2014 22:38,FALSE,NA,5.25416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BigTeddy1,1,TRUE,FALSE,NA,NA
"RT @lionsdenkxip: What’s common between @ImMananVohra - @Gmaxi_32 and Diwali? That’s right, FIREWORKS! #KXIPunjabiDiwali http://t.co/ytQTWZ…",FALSE,0,NA,10/23/2014 18:05,FALSE,NA,5.25347E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KrishnanKamaraj,16,TRUE,FALSE,NA,NA
